title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes,availableCountries
Next Door,movie,"Mystery, Thriller",2005.0,6.4,10805.0,"DE, ES, GB, IT"
Jaws,movie,"Adventure, Drama, Horror",1975.0,8.1,682341.0,US
Jaws 2,movie,"Adventure, Horror, Thriller",1978.0,5.8,86997.0,US
The Lives of Others,movie,"Drama, Mystery, Thriller",2006.0,8.4,421640.0,"AT, CH, DE, LI, LU"
Monty Python's Life of Brian,movie,Comedy,1979.0,8.0,426277.0,NL
2 Fast 2 Furious,movie,"Action, Crime, Thriller",2003.0,5.9,305101.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
Big Fish,movie,"Adventure, Drama, Fantasy",2003.0,8.0,465492.0,JP
The Da Vinci Code,movie,"Mystery, Thriller",2006.0,6.6,467378.0,"AD, AL, AT, BA, BG, CA, CH, CZ, DE, DK, DZ, EE, FI, FR, GF, HR, HU, IN, IS, JP, KR, LI, LT, LU, LV, MA, MC, ME, MK, MT, MU, NO, PF, PK, PL, RO, RS, SE, SI, SK, TN, TR"
The Conversation,movie,"Drama, Mystery, Thriller",1974.0,7.7,126336.0,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Terminal,movie,"Comedy, Drama, Romance",2004.0,7.4,507396.0,"MK, SI"
Titanic,movie,"Drama, Romance",1997.0,7.9,1318106.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BS, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
City of God,movie,"Crime, Drama",2002.0,8.6,823452.0,BR
E.T. the Extra-Terrestrial,movie,"Adventure, Family, Sci-Fi",1982.0,7.9,447994.0,CA
The Matrix,movie,"Action, Sci-Fi",1999.0,8.7,2115126.0,"AD, BA, BG, CA, CH, CZ, DK, ES, FI, GB, GG, HR, HU, IE, IN, IT, JP, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, SM"
The Matrix Reloaded,movie,"Action, Sci-Fi",2003.0,7.2,644122.0,"AD, DK, ES, FI, GB, GG, IE, IN, JP, NO, PT, SE"
The Matrix Revolutions,movie,"Action, Sci-Fi",2003.0,6.7,554797.0,"AD, DK, ES, FI, GB, GG, IE, IN, JP, NO, PT, SE"
Men in Black,movie,"Action, Adventure, Comedy",1997.0,7.3,628874.0,"AD, AE, AU, BE, BH, CH, DK, DZ, EE, EG, ES, FI, FJ, FR, GF, HK, ID, IL, IN, IQ, JO, KW, LB, LT, LU, LV, LY, MA, MC, MU, MY, NL, NO, NZ, OM, PF, PH, PK, PS, PT, QA, SA, SE, SG, TH, TN, TW, YE"
Men in Black II,movie,"Action, Adventure, Comedy",2002.0,6.2,413252.0,"AD, AE, AU, BE, BH, CH, DK, DZ, EG, ES, FI, FJ, FR, GF, HK, ID, IQ, JO, KW, LB, LU, LY, MA, MC, MU, MY, NL, NO, NZ, OM, PF, PH, PS, PT, QA, SA, SE, SG, TH, TN, TW, YE"
Munich,movie,"Drama, History, Thriller",2005.0,7.5,244179.0,"AD, AE, AL, AO, AT, AU, AZ, BA, BE, BG, BH, BY, CH, CI, CM, CV, CZ, DE, DK, DZ, EG, ES, FI, FR, GB, GF, GH, GI, GQ, GR, HR, HU, IE, IL, IN, IQ, IS, IT, JO, JP, KE, KR, KW, LB, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NL, NO, NZ, OM, PF, PK, PL, PS, PT, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, TD, TN, TR, TZ, UA, UG, YE, ZA, ZM, ZW"
Wild Strawberries,movie,"Drama, Romance",1957.0,8.1,118372.0,"DK, FI, NO, SE"
Wild Things,movie,"Crime, Drama, Mystery",1998.0,6.6,134388.0,"IN, PK, PT"
The Bodyguard,movie,"Drama, Music, Romance",1992.0,6.4,151675.0,"AD, CH, ES, IT, JP, PT, SM"
Ghostbusters,movie,"Action, Comedy, Fantasy",1984.0,7.8,464357.0,"DZ, GB, GG, GI, IE"
The Ninth Gate,movie,"Mystery, Thriller",1999.0,6.7,201980.0,"AE, AL, AT, AU, AZ, BG, BH, BY, CZ, DE, EE, EG, FJ, GR, HR, HU, IQ, IT, JO, KW, LB, LI, LT, LU, LV, LY, MC, MD, ME, MK, MT, NZ, OM, PL, QA, RO, RS, SA, SI, SK, SM, TR, UA, YE"
Easy Rider,movie,"Adventure, Drama",1969.0,7.2,119380.0,"AZ, BY, MD, UA"
Interview with the Vampire,movie,"Drama, Fantasy, Horror",1994.0,7.5,357615.0,"AD, BE, CH, FR, GF, LU, MC, PF"
Bridget Jones's Diary,movie,"Comedy, Drama, Romance",2001.0,6.8,270634.0,"AU, BE, CA, GB, GG, IE, NL"
Life Is Beautiful,movie,"Comedy, Drama, Romance",1997.0,8.6,764111.0,"IT, SM"
Boyz n the Hood,movie,"Crime, Drama",1991.0,7.8,159557.0,"AE, AU, AZ, BE, BH, BY, CA, CY, DK, EE, EG, FI, GR, IL, IQ, IS, JP, KR, KW, LB, LT, LU, LV, LY, MD, MT, NL, NO, NZ, PL, PS, QA, SA, SE, TR, UA, US"
Troy,movie,"Adventure, Drama",2004.0,7.3,584596.0,"AD, ES, GB, GG, HR, IE, KR, PT"
Saw IV,movie,"Horror, Mystery, Thriller",2007.0,5.9,169240.0,"AL, AT, AU, AZ, BG, BR, BY, CA, CH, CZ, DE, DK, EE, FI, FJ, GR, HR, HU, IS, LT, LV, MD, ME, MK, NO, NZ, PL, RO, RS, SE, SI, SK, UA"
Central Station,movie,Drama,1998.0,8.0,44378.0,BR
Oldboy,movie,"Action, Drama, Mystery",2003.0,8.3,661518.0,"HK, KR, US"
Harry Potter and the Sorcerer's Stone,movie,"Adventure, Family, Fantasy",2001.0,7.7,885778.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Harry Potter and the Chamber of Secrets,movie,"Adventure, Family, Fantasy",2002.0,7.4,714746.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Harry Potter and the Prisoner of Azkaban,movie,"Adventure, Family, Fantasy",2004.0,7.9,714448.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Harry Potter and the Goblet of Fire,movie,"Adventure, Family, Fantasy",2005.0,7.7,702941.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Harry Potter and the Order of the Phoenix,movie,"Action, Adventure, Family",2007.0,7.5,653166.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Pulp Fiction,movie,"Crime, Drama",1994.0,8.9,2287993.0,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Meet the Fockers,movie,"Comedy, Romance",2004.0,6.3,292184.0,CA
The Piano,movie,"Drama, Music, Romance",1993.0,7.5,97174.0,"AU, FJ, NZ"
Together,movie,"Comedy, Drama, Romance",2000.0,7.4,24804.0,"DK, FI, NO, SE"
Top Gun,movie,"Action, Drama",1986.0,6.9,517570.0,"GB, GG, IE"
The Last Emperor,movie,"Biography, Drama, History",1987.0,7.7,114047.0,"HK, TW"
Shaun of the Dead,movie,"Comedy, Horror",2004.0,7.9,610879.0,"AD, AE, AL, AU, AZ, BA, BE, BG, BH, BY, CA, CH, CY, CZ, DK, DZ, EE, EG, ES, FI, FR, GB, GF, GG, GI, GR, HK, HR, HU, IE, IL, IQ, IS, IT, JO, JP, KR, KW, LB, LT, LU, LV, LY, MA, MC, MD, ME, MK, NO, NZ, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, TN, TR, TW, YE"
V for Vendetta,movie,"Action, Drama, Sci-Fi",2005.0,8.1,1201779.0,"IT, SM"
Monty Python and the Holy Grail,movie,"Adventure, Comedy, Fantasy",1975.0,8.2,581132.0,FR
The Evil Dead,movie,Horror,1981.0,7.4,239601.0,"AT, CH, DE, LI, LU"
Harry Potter and the Half-Blood Prince,movie,"Action, Adventure, Family",2009.0,7.6,614804.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Goodfellas,movie,"Biography, Crime, Drama",1990.0,8.7,1298747.0,"AU, BA, BE, BG, CH, CZ, FJ, HK, HR, HU, ID, IT, LI, MD, ME, MK, MY, PH, PK, PL, RO, RS, SG, SI, SK, SM, TH, TW"
Gandhi,movie,"Biography, Drama, History",1982.0,8.0,242320.0,TR
Kolya,movie,"Comedy, Drama, Music",1996.0,7.7,16450.0,"CZ, SK"
Mr. & Mrs. Smith,movie,"Action, Comedy, Crime",2005.0,6.5,556887.0,"AE, AL, AU, AZ, BE, BG, BH, BY, CZ, DK, EE, EG, ES, FI, FR, GB, GF, GI, HK, HR, HU, IE, IL, IQ, IS, IT, JO, JP, KW, LB, LT, LU, LV, MD, ME, MK, MT, MX, NL, NO, NZ, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, SM, TW, UA, US, YE"
Closely Watched Trains,movie,"Comedy, Drama, Romance",1966.0,7.6,14196.0,"CZ, SK"
The Fog,movie,"Horror, Mystery",2005.0,3.7,39947.0,"CA, IL, JP, KR, PL"
City of Angels,movie,"Drama, Fantasy, Romance",1998.0,6.7,130115.0,"AD, ES, PT"
Persona,movie,"Drama, Thriller",1966.0,8.0,134060.0,"DK, FI, NO, SE"
Se7en,movie,"Crime, Drama, Mystery",1995.0,8.6,1864312.0,"AD, BA, BG, CA, CZ, ES, FJ, HK, HR, HU, ID, IN, JP, KR, MD, ME, MK, MY, PH, PK, PL, PT, RO, RS, SG, SI, SK, TH, TW"
Airplane!,movie,Comedy,1980.0,7.7,268928.0,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Austin Powers: International Man of Mystery,movie,"Adventure, Comedy",1997.0,7.0,262856.0,"IT, SM"
Austin Powers: The Spy Who Shagged Me,movie,"Action, Adventure, Comedy",1999.0,6.7,253736.0,BA
Chinatown,movie,"Drama, Mystery, Thriller",1974.0,8.1,359597.0,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Underworld: Evolution,movie,"Action, Fantasy, Thriller",2006.0,6.7,212360.0,"FJ, HK, MY, SG, TW"
Barren Lives,movie,Drama,1963.0,7.5,3066.0,BR
Close Encounters of the Third Kind,movie,"Drama, Sci-Fi",1977.0,7.6,222587.0,"AZ, BY, MD, UA"
Dune,movie,"Action, Adventure, Sci-Fi",1984.0,6.3,184323.0,"AT, AU, DE, DK, FI, FJ, IS, LI, LU, NO, NZ, SE"
In the Mood for Love,movie,"Drama, Romance",2000.0,8.1,172545.0,KR
2046,movie,"Drama, Romance, Sci-Fi",2004.0,7.4,62966.0,KR
The Mask,movie,"Comedy, Crime, Fantasy",1994.0,7.0,436692.0,"AD, BA, BG, CA, CZ, ES, FJ, HK, HR, HU, ID, IN, IT, JP, KR, MD, ME, MK, MY, PH, PK, PL, PT, RO, RS, SG, SI, SK, SM, TH, TW"
Black Hawk Down,movie,"Action, Drama, History",2001.0,7.7,433073.0,"AE, AL, AO, BA, BG, BH, CI, CM, CV, CZ, DZ, EG, GH, GQ, HR, HU, IQ, IS, IT, JO, KE, KW, LB, LY, MA, MC, ME, MG, MK, ML, MT, MZ, NE, NG, OM, PS, QA, RO, RS, SA, SC, SI, SK, SM, SN, TN, TR, TZ, UG, YE, ZA, ZM, ZW"
Saving Private Ryan,movie,"Drama, War",1998.0,8.6,1541529.0,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Sleepless in Seattle,movie,"Comedy, Drama, Romance",1993.0,6.8,195492.0,"LU, NL, PL"
The Running Man,movie,"Action, Sci-Fi, Thriller",1987.0,6.6,172148.0,"AZ, BY, LT, LV, TW, UA"
Tsotsi,movie,"Crime, Drama",2005.0,7.2,31855.0,"AO, CI, CM, CV, DZ, GH, GQ, KE, LY, MA, MG, ML, MU, MZ, NE, NG, SC, SN, TN, TZ, UG, ZA, ZM, ZW"
A Man for All Seasons,movie,"Biography, Drama, History",1966.0,7.7,38131.0,"AZ, BY, DZ, MD, UA"
Cinderella Man,movie,"Biography, Drama, Romance",2005.0,8.0,202044.0,"AG, BM, BO, BS, BZ, CL, CO, CR, DK, DO, EC, GB, GG, GT, HN, IE, JM, KR, LC, MX, NO, PA, PE, PT, PY, SE, SV, TC, TW, US, UY"
Dawn of the Dead,movie,Horror,2004.0,7.2,278553.0,MD
Godzilla,movie,"Action, Sci-Fi, Thriller",1998.0,5.5,207091.0,"AZ, BY, IN, MD, NL, PK, PT, UA"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,movie,"Comedy, War",1964.0,8.3,531549.0,LV
Lawrence of Arabia,movie,"Adventure, Biography, Drama",1962.0,8.3,323909.0,"AE, AZ, BH, BY, DZ, EE, EG, IL, IN, IQ, JO, KW, LB, LT, LV, LY, MA, MD, OM, PK, PS, QA, SA, TN, UA, YE"
Halloween,movie,"Horror, Thriller",1978.0,7.7,319298.0,AG
Kindergarten Cop,movie,"Action, Comedy, Crime",1990.0,6.2,166196.0,CA
Madagascar,movie,"Adventure, Animation, Comedy",2005.0,6.9,450267.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HN, HR, HU, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible,movie,"Action, Adventure, Thriller",1996.0,7.2,481263.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible II,movie,"Action, Adventure, Thriller",2000.0,6.1,385952.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible III,movie,"Action, Adventure, Thriller",2006.0,6.9,398785.0,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GB, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Seven Years in Tibet,movie,"Adventure, Biography, Drama",1997.0,7.1,159632.0,"AL, BA, BG, CA, CH, CZ, EE, FJ, HK, HR, HU, ID, IL, IS, IT, LT, LU, LV, MC, ME, MK, MT, MY, NL, NZ, PH, PL, PS, RO, RS, SG, SI, SK, SM, TH, TR, TW, US"
Irreversible,movie,"Crime, Drama, Mystery",2002.0,7.3,152097.0,KR
Whale Rider,movie,"Drama, Family",2002.0,7.5,44506.0,"AU, FJ, NZ"
Point Break,movie,"Action, Crime, Thriller",1991.0,7.3,209697.0,KR
The Thirteenth Floor,movie,"Mystery, Sci-Fi, Thriller",1999.0,7.0,78927.0,KR
The Prestige,movie,"Drama, Mystery, Sci-Fi",2006.0,8.5,1485086.0,"AG, BA, BB, BM, BS, BY, BZ, CH, CI, CM, CU, CV, CY, GH, IT, LC, LY, MC, MD, ME, MG, ML, MZ, NE, NG, PF, PS, QA, RS, SK, SM, SN, TC, TR, TT, TZ, UG, YE, ZM, ZW"
Dreamgirls,movie,"Drama, Musical",2006.0,6.6,78348.0,"AZ, BY, LT, LV, UA"
Babel,movie,Drama,2006.0,7.5,321206.0,"AG, AR, AU, BB, BO, BR, BZ, CA, CL, CO, CR, DO, EC, ES, GB, GI, GT, HN, IE, JM, LC, MX, NI, NZ, PA, PE, PY, SV, TC, TT, UY, VE"
The Queen,movie,"Biography, Drama",2006.0,7.3,117038.0,"CA, KR"
The Remains of the Day,movie,"Drama, Romance",1993.0,7.8,87243.0,"AZ, BE, BY, CY, DZ, EE, GR, IN, JP, LT, LV, MD, MT, PK, PL, PT, TR, UA"
Hannibal Rising,movie,"Adventure, Crime, Drama",2007.0,6.1,118013.0,"AT, CH, DE"
Ghost Rider,movie,"Action, Fantasy, Thriller",2007.0,5.3,257790.0,"AE, AG, AL, AR, AU, BA, BB, BG, BH, BM, BO, BR, BS, BZ, CL, CO, CR, CU, CZ, DO, EC, EG, FJ, GF, GT, HK, HN, HR, HU, ID, IQ, JM, JO, JP, KR, KW, LB, LC, LY, ME, MK, MT, MX, MY, NI, NZ, OM, PA, PE, PH, PL, PS, PY, QA, RO, RS, SA, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE, YE"
Letters from Iwo Jima,movie,"Action, Adventure, Drama",2006.0,7.8,172390.0,"CH, IT, JP, SM"
"Don't Worry, I'm Fine",movie,Drama,2006.0,7.3,11479.0,"BG, EE, GR, HR, IS, LT, LV, PT, RO, SI"
The Host,movie,"Drama, Horror, Sci-Fi",2006.0,7.1,135928.0,"KR, PS"
Bridge to Terabithia,movie,"Drama, Family, Fantasy",2007.0,7.2,178878.0,"IT, MC, MT, SM"
Mr. Bean's Holiday,movie,"Comedy, Family",2007.0,6.4,136676.0,"AD, AL, AT, AZ, BA, BE, BG, BY, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GF, GR, HR, HU, IS, IT, LT, LU, LV, MC, MD, ME, MK, NL, NO, PF, PL, PT, RO, RS, SE, SI, SK, TR, TZ"
300,movie,"Action, Drama",2006.0,7.6,880617.0,"AD, BA, BE, BG, CH, CY, CZ, ES, FR, GF, HR, HU, IN, KR, LU, MC, MD, ME, MK, PF, PL, PT, RO, RS, SI, SK, TR, US"
TMNT,movie,"Action, Adventure, Animation",2007.0,6.2,70292.0,"AU, FJ, ID, MY, NZ, PH, SG, TH"
3-Iron,movie,"Crime, Drama, Romance",2004.0,7.9,59300.0,KR
"Torrente, the Dumb Arm of the Law",movie,"Comedy, Crime",1998.0,6.8,13941.0,ES
Torrente 2: Mission in Marbella,movie,"Action, Comedy, Crime",2001.0,6.4,8143.0,ES
Torrente 3: El protector,movie,"Comedy, Crime",2005.0,5.6,6425.0,ES
Four Minutes,movie,"Drama, Music",2006.0,7.3,7558.0,"AT, CH, DE"
American Psycho,movie,"Crime, Drama, Horror",2000.0,7.6,756385.0,"AL, AT, AU, AZ, BG, BY, CA, CZ, DE, EE, ES, FJ, GB, GG, GI, GR, HR, HU, IE, IT, LI, LT, LU, LV, MC, MD, ME, MK, MT, NZ, PL, PT, RO, RS, SI, SK, SM, UA, US"
Sex and Lucía,movie,"Drama, Romance",2001.0,7.0,39383.0,ES
Monster's Ball,movie,"Drama, Romance",2001.0,7.0,95561.0,"IT, MC, MT, SM"
First Blood,movie,"Action, Adventure, Thriller",1982.0,7.7,284110.0,"AR, BO, BR, BZ, CA, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Rambo: First Blood Part II,movie,"Action, Adventure, Thriller",1985.0,6.5,187017.0,"AR, BO, BR, BZ, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Rambo III,movie,"Action, Adventure, Thriller",1988.0,5.8,143229.0,"AR, BO, BR, BZ, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Blood Diamond,movie,"Adventure, Drama, Thriller",2006.0,8.0,599242.0,"AD, AT, CH, CY, DE, ES, GB, GG, IE, JP, KR, LI, LU, PT, TR"
The Pursuit of Happyness,movie,"Biography, Drama",2006.0,8.0,579566.0,"AD, AG, AO, AR, BB, BE, BM, BO, BR, BS, BZ, CI, CL, CM, CO, CR, CU, CV, DO, EC, ES, FJ, GF, GH, GQ, GT, HK, HN, ID, IL, JM, JP, KE, KR, LC, LU, MG, ML, MX, MY, MZ, NE, NG, NI, NL, PA, PE, PH, PL, PT, PY, SC, SG, SN, SV, TC, TD, TH, TT, TW, TZ, UG, UY, VE, ZA, ZM, ZW"
Cutthroat Island,movie,"Action, Adventure, Comedy",1995.0,5.7,31432.0,CA
"Sex, Lies, and Videotape",movie,Drama,1989.0,7.2,60959.0,"AZ, BY, FJ, HK, ID, IN, MD, MY, PH, SG, TH, TW, UA"
Pan's Labyrinth,movie,"Drama, Fantasy, War",2006.0,8.2,716496.0,KR
Take My Eyes,movie,"Drama, Romance",2003.0,7.4,7622.0,ES
The Departed,movie,"Crime, Drama, Thriller",2006.0,8.5,1461160.0,"AD, AU, ES, JP, NZ, PT"
Perfume: The Story of a Murderer,movie,"Crime, Drama, Fantasy",2006.0,7.5,270212.0,"AE, AO, AT, BH, CH, CI, CM, DE, EG, GH, GQ, ID, IQ, JO, KE, KR, KW, LB, LI, LU, LY, MY, MZ, NE, NG, OM, PH, QA, SA, SC, SG, SN, TH, TR, TZ, UG, YE, ZA, ZM, ZW"
Once Upon a Time in Mexico,movie,"Action, Crime, Thriller",2003.0,6.3,172013.0,"IS, PT"
Little Children,movie,"Drama, Romance",2006.0,7.5,118567.0,"AD, ES, PT"
The Virgin Suicides,movie,"Drama, Romance",1999.0,7.2,175159.0,"AD, AE, AL, AZ, BA, BG, BH, BY, CH, CY, CZ, DK, EE, EG, ES, FI, FR, GF, GR, HK, HR, HU, IL, IQ, IS, IT, JO, KR, KW, LB, LT, LV, LY, MA, MC, MD, ME, MK, NO, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, TN, TR, TW, YE"
Hellboy,movie,"Action, Adventure, Fantasy",2004.0,6.9,357619.0,"AD, AG, AR, BB, BE, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DK, DO, DZ, EC, ES, FI, FJ, FR, GF, GT, HK, HN, ID, IS, JM, JP, KR, LC, LU, MA, MC, MU, MX, MY, NI, NO, PA, PE, PF, PH, PY, SE, SG, SV, TC, TH, TN, TR, TT, TW, UY, VE"
Miss Congeniality,movie,"Action, Comedy, Crime",2000.0,6.3,236282.0,"CA, JP, KR"
Curse of the Golden Flower,movie,"Action, Drama, Romance",2006.0,7.0,46476.0,"KR, TW"
Spy Game,movie,"Action, Crime, Thriller",2001.0,7.1,170807.0,"KR, US"
Collateral,movie,"Action, Crime, Drama",2004.0,7.5,443095.0,US
The Lost Boys,movie,"Comedy, Horror",1987.0,7.2,167205.0,BE
The Spanish Apartment,movie,"Comedy, Drama, Romance",2002.0,7.3,43187.0,"EE, HR, LI, LT, LV, SI"
Resident Evil,movie,"Action, Horror, Sci-Fi",2002.0,6.6,295662.0,"AE, AG, AR, AT, BB, BH, BM, BO, BR, BS, BZ, CA, CH, CL, CO, CR, CU, DE, DO, DZ, EC, EG, FJ, GT, HK, HN, ID, IN, IQ, JM, JO, JP, KW, LB, LC, LI, LU, LY, MA, MT, MX, MY, NI, OM, PA, PE, PH, PK, PS, PY, QA, SA, SG, SV, TC, TH, TN, TR, TT, TW, UY, VE, YE"
